Part Number	Product Description	Product Size	Packaging UOM	Price	List Price	List vs. Price % Change	12 Month Quantity Ordered	Average Price per Quantity	Total Estimated Impact	Product visible	Reason not visible	Included In Product Views	Manufacturer Name	Manufacturer Part Number	Category	Category UNSPSC	Commodity Code	UNSPSC
"G8031"	"G8031 pH6HTC His6HaloTag T7 Vector, 20microg"	"20microg"	"EA"	"205.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8031"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41106610"
"G8261"	"G8261 pFN29A His6HaloTag T7 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8261"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41106610"
"G8321"	"G8321 pFC30A His6HaloTag T7 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8321"	"Protein Assays"	"41-11-60-12"	"00111"	"41106610"
"G8331"	"G8331 pFN29K His6HaloTag T7 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8331"	"Protein Assays"	"41-11-60-12"	"00111"	"41106610"
"G8381"	"G8381 pFC30K His6HaloTag T7 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8381"	"Protein Assays"	"41-11-60-12"	"00111"	"41106610"
"G8461"	"G8461 CellTiter-Glo One Solution Assay, 100ml"	"100ml"	"EA"	"306.68"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8461"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G8462"	"G8462 CellTiter-Glo One Solution Assay, 500ml"	"500ml"	"EA"	"1324.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8462"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"V1881"	"V1881 Arg-C, Sequencing Grade, 10microg"	"10microg"	"EA"	"168.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V1881"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116133"
"V1891"	"V1891 Elastase, 5mg"	"5mg"	"EA"	"54.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V1891"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116133"
"V1959"	"V1959 Pepsin, 250mg"	"250mg"	"EA"	"16.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V1959"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116133"
"V4001"	"V4001 Thermolysin, 25mg"	"25mg"	"EA"	"37.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V4001"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116133"
"A2631"	"A2631 10mM EDTA (pH 8.0), 10ml"	"10ml"	"EA"	"14.70"	""	""	"1"	"14.70"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2631"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"A2641"	"A2641 25mM Tris-HCl (pH 8.0), 60ml"	"60ml"	"EA"	"14.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2641"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"A2651"	"A2651 20X TE Buffer (pH 7.5), 25ml"	"25ml"	"EA"	"14.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2651"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"A2661"	"A2661 Heat Block Adapter, 1 each"	"1 each"	"EA"	"280.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2661"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"A2670"	"A2670 ReliaPrep 96 gDNA Miniprep HT System, 1 x 96 preps"	"1 x 96 preps"	"EA"	"235.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2670"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"A2671"	"A2671 ReliaPrep 96 gDNA Miniprep HT System, 4 x 96 preps"	"4 x 96 preps"	"EA"	"840.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2671"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"A7974"	"A7974 RNase A Solution, 5ml"	"5ml"	"EA"	"744.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A7974"	"Ribonucleases (RNase)"	"12-35-22-04"	"00111"	"41105504"
"AS1310"	"AS1310 Maxwell 16 LEV simplyRNA Blood Kit, 48 preps"	"48 preps"	"EA"	"367.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"AS1310"	"Total RNA Purification Kits"	"41-10-55-18"	"00111"	"41105507"
"DC6794"	"DC6794 PowerPlex ESX 17 System and PowerPlex ESI 17 Pro System Bundle, 400 reactions each"	"400 reactions each"	"EA"	"15785.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6794"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106303"
"DC6795"	"DC6795 PowerPlex ESX 17 System and PowerPlex ESI 17 Pro System Bundle, 100 reactions each"	"100 reactions each"	"EA"	"5144.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6795"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106303"
"E3310"	"E3310 QuantiFluor RNA System, 1ml"	"1ml"	"EA"	"267.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E3310"	"RNA Quantitation Kits"	"41-10-55-09"	"00111"	"41106313"
"G6509"	"G6509 HaloTag Complete Pull-Down System, 1 each"	"1 each"	"EA"	"995.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G6509"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41116134"
"G7281"	"G7281 Magne HaloTag Beads, 20% Slurry, 1ml"	"1ml"	"EA"	"105.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7281"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41116134"
"G7282"	"G7282 Magne HaloTag Beads, 20% Slurry, 5ml"	"5ml"	"EA"	"423.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7282"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41116134"
"G7291"	"G7291 Protein G HaloTag Fusion Protein, 5mg"	"5mg"	"EA"	"347.68"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7291"	"Protein Assays"	"41-11-60-12"	"00111"	"41106511"
"G7471"	"G7471 Magne Protein G Beads, 20% Slurry, 1ml"	"1ml"	"EA"	"86.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7471"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41106511"
"G7472"	"G7472 Magne Protein G Beads, 20% Slurry, 5ml"	"5ml"	"EA"	"327.18"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7472"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41106511"
"G7473"	"G7473 Magne Protein G Beads, 20% Slurry, 50ml"	"50ml"	"EA"	"2459.18"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7473"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41106511"
"G8471"	"G8471 HaloTag Alexa Fluor 660 Ligand, 30microl"	"30microl"	"EA"	"476.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8471"	"Protein Assays"	"41-11-60-12"	"00111"	"41116134"
"G8472"	"G8472 HaloTag Alexa Fluor 660 Ligand, 15microl"	"15microl"	"EA"	"296.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8472"	"Protein Assays"	"41-11-60-12"	"00111"	"41116134"
"G9211"	"G9211 Anti-HaloTag(R) Monoclonal Antibody, 200microg"	"200microg"	"EA"	"329.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G9211"	"Protein Assays"	"41-11-60-12"	"00111"	"41116126"
"N1001"	"N1001 pNL1.1[Nluc] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1001"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1011"	"N1011 pNL1.2[NlucP] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1011"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1021"	"N1021 pNL1.3[secNluc] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1021"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1031"	"N1031 pNL3.1[Nluc/minP] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1031"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1041"	"N1041 pNL3.2[NlucP/minP] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1041"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1051"	"N1051 pNL3.3[secNluc/minP] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1051"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1061"	"N1061 pNL2.1[Nluc/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1061"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1071"	"N1071 pNL2.2[NlucP/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1071"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1081"	"N1081 pNL2.3[secNluc/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1081"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1091"	"N1091 pNL1.1.CMV[Nluc/CMV] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1091"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1101"	"N1101 pNL1.3.CMV[secNluc/CMV] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1101"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1110"	"N1110 Nano-Glo Luciferase Assay, 10ml"	"10ml"	"EA"	"112.34"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1110"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"N1111"	"N1111 pNL3.2.NF-kB-RE[NlucP/NF-kB-RE/Hygro], 20microg"	"20microg"	"EA"	"291.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1111"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106605"
"N1120"	"N1120 Nano-Glo Luciferase Assay, 100ml"	"100ml"	"EA"	"638.78"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1120"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"N1130"	"N1130 Nano-Glo Luciferase Assay, 10 x 10ml"	"10 x 10ml"	"EA"	"766.70"	""	""	"1"	"766.70"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1130"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"N1150"	"N1150 Nano-Glo Luciferase Assay, 10 x 100ml"	"10 x 100ml"	"EA"	"5349.68"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N1150"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"V9104"	"V9104 ADP-Glo Kinase Assay, Bulk Packaged, 100,000 assays"	"100,000 assays"	"EA"	"14525.48"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V9104"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116134"
"Z6010"	"Z6010 ReliaPrep RNA Cell Miniprep System, 10 preps"	"10 preps"	"EA"	"70.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"Z6010"	"Total RNA Purification Kits"	"41-10-55-18"	"00111"	"41105518"
"Z6011"	"Z6011 ReliaPrep RNA Cell Miniprep System, 50 preps"	"50 preps"	"EA"	"179.20"	""	""	"10"	"179.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"Z6011"	"Total RNA Purification Kits"	"41-10-55-18"	"00111"	"41105518"
"Z6012"	"Z6012 ReliaPrep RNA Cell Miniprep System, 250 preps"	"250 preps"	"EA"	"1024.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"Z6012"	"Total RNA Purification Kits"	"41-10-55-18"	"00111"	"41105518"
"A6101"	"A6101 GoTaq Probe qPCR Master Mix, 200 reactions"	"200 reactions"	"EA"	"80.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A6101"	"Real-time Quantitative PCR Detection Kits"	"41-10-63-00"	"00111"	"41106304"
"A6102"	"A6102 GoTaq Probe qPCR Master Mix, 1,000 reactions"	"1,000 reactions"	"EA"	"350.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A6102"	"Real-time Quantitative PCR Detection Kits"	"41-10-63-00"	"00111"	"41106304"
"A6110"	"A6110 GoTaq Probe 2-Step RT-qPCR System, 200 reactions"	"200 reactions"	"EA"	"164.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A6110"	"Real-time Quantitative PCR Detection Kits"	"41-10-63-00"	"00111"	"41106304"
"A6120"	"A6120 GoTaq Probe 1-Step RT-qPCR System, 200 reactions"	"200 reactions"	"EA"	"269.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A6120"	"Real-time Quantitative PCR Detection Kits"	"41-10-63-00"	"00111"	"41106304"
"AS1321"	"AS1321 Maxwell CSC Blood DNA Kit, 48 preps"	"48 preps"	"EA"	"374.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"AS1321"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41105504"
"AS4000"	"AS4000 Maxwell CSC Instrument, 1 each"	"1 each"	"EA"	"43260.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"AS4000"	"Automated Nucleic Acid Purification Systems"	"41-10-55-00"	"00111"	"41121501"
"AS5101"	"AS5101 SEV Elution Tubes, 50/pk"	"50/pk"	"EA"	"6.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"AS5101"	"Automated Nucleic Acid Purification Systems"	"41-10-55-00"	"00111"	"41121702"
"AS5201"	"AS5201 SEV Plungers, 50/pk"	"50/pk"	"EA"	"20.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"AS5201"	"Automated Nucleic Acid Purification Systems"	"41-10-55-00"	"00111"	"41121815"
"AS6101"	"AS6101 LEV Plungers, 50/pk"	"50/pk"	"EA"	"27.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"AS6101"	"Automated Nucleic Acid Purification Systems"	"41-10-55-00"	"00111"	"41105504"
"DC2305"	"DC2305 PowerPlex Y23 System, 50 reactions"	"50 reactions"	"EA"	"1610.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC2305"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC2320"	"DC2320 PowerPlex Y23 System, 200 reactions"	"200 reactions"	"EA"	"6095.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC2320"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC2402"	"DC2402 PowerPlex Fusion System, 200 reactions"	"200 reactions"	"EA"	"4560.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC2402"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106303"
"DC2408"	"DC2408 PowerPlex Fusion System, 800 reactions"	"800 reactions"	"EA"	"17200.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC2408"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106303"
"DC8942"	"DC8942 PowerPlex 21 System, 4 x 200 reactions"	"4 x 200 reactions"	"EA"	"17097.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC8942"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DG3801"	"DG3801 CC5 Internal Lane Standard 500 Y23, 300microl"	"300microl"	"EA"	"612.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DG3801"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41105335"
"E3190"	"E3190 QuantiFluor ssDNA System, 1ml"	"1ml"	"EA"	"246.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E3190"	"Nucleic Acid Quantitation Kits"	"41-10-55-09"	"00111"	"41106313"
"E3641"	"E3641 pGL4.37[luc2P/ARE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E3641"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E3651"	"E3651 pGL4.38[luc2P/p53 RE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E3651"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E3661"	"E3661 pGL4.39[luc2P/ATF6 RE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E3661"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E3671"	"E3671 pGL4.48[luc2P/SBE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E3671"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E3751"	"E3751 pGL4.41[luc2P/HSE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E3751"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E4001"	"E4001 pGL4.42[luc2P/HRE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4001"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E4041"	"E4041 pGL4.47[luc2P/SIE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4041"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E4111"	"E4111 pGL4.44[luc2P/AP1 RE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	"1"	"295.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4111"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E4121"	"E4121 pGL4.43[luc2P/XRE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4121"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E4131"	"E4131 pGL4.40[luc2P/MRE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4131"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E4141"	"E4141 pGL4.45[luc2P/ISRE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4141"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E4611"	"E4611 pGL4.49[luc2P/TCF-LEF RE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4611"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E4651"	"E4651 pGL4.52[luc2P/STAT5RE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	"2"	"295.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4651"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"G1821"	"G1821 Lysis Solution, 5ml"	"5ml"	"EA"	"75.44"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1821"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G7010"	"G7010 ADCC Reporter Bioassay, Core Kit, 1 each"	"1 each"	"EA"	"716.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7010"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G7018"	"G7018 ADCC Reporter Bioassay, Core Kit 5X, 1 each"	"1 each"	"EA"	"3214.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7018"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G7940"	"G7940 Bio-GloTM Luciferase Assay System, 100ml"	"100ml"	"EA"	"912.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7940"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41116133"
"G8731"	"G8731 CellTox Green Express Cytotoxicity Assay, 200microl"	"200microl"	"EA"	"464.12"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8731"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G8741"	"G8741 CellTox Green Cytotoxicity Assay, 10ml"	"10ml"	"EA"	"86.92"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8741"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G8742"	"G8742 CellTox Green Cytotoxicity Assay, 50ml"	"50ml"	"EA"	"314.88"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8742"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G8743"	"G8743 CellTox Green Cytotoxicity Assay, 100ml"	"100ml"	"EA"	"488.72"	""	""	"1"	"488.72"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8743"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"L1195"	"L1195 Single-Use BL21(DE3)pLysS Competent Cells, 1ml"	"1ml"	"EA"	"156.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"L1195"	"Competent Bacteria"	"41-10-62-02"	"00111"	"41106202"
"L2005"	"L2005 Single-Use JM109 Competent Cells, 10(8)cfu/microg, 1ml"	"1ml"	"EA"	"132.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"L2005"	"Competent Bacteria"	"41-10-62-02"	"00111"	"41106202"
"L2015"	"L2015 Single-Use HB101 Competent Cells, 10(8)cfu/microg, 1ml"	"1ml"	"EA"	"115.20"	""	""	"3"	"114.13"	"3.21"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"L2015"	"Competent Bacteria"	"41-10-62-02"	"00111"	"41106202"
"MC5005"	"MC5005 Proteinase K (PK) Solution, 4ml"	"4ml"	"EA"	"93.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MC5005"	"Proteases"	"12-35-22-04"	"00111"	"41116133"
"SA1110"	"SA1110 Maxwell CSC Standard Service Agreement, 1 each"	"1 each"	"EA"	"4368.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"SA1110"	"Automated Nucleic Acid Purification Systems"	"41-10-55-00"	"00111"	"81141504"
